Ban,Pick,Outcome
"['Jax', 'LeBlanc', 'Nidalee', 'Nautilus', 'Thresh']","['KSante', 'Wukong', 'Annie', 'Zeri', 'Lulu']",0
"['Lee Sin', 'Elise', 'Vi', 'Syndra', 'Gnar']","['Renekton', 'Viego', 'Gragas', 'Jinx', 'Blitzcrank']",1
"['Nidalee', 'Viego', 'Blitzcrank', 'Jax', 'Zeri']","['Gnar', 'Sejuani', 'LeBlanc', 'Xayah', 'RenataGlasc']",1
"['Lee Sin', 'Elise', 'Syndra', 'Nautilus', 'Leona']","['Renekton', 'Vi', 'Ahri', 'Twitch', 'Rakan']",0
"['Nidalee', 'Viego', 'Jax', 'Renekton', 'Twitch']","['Gnar', 'Sejuani', 'Vex', 'Xayah', 'Nautilus']",1
"['Lee Sin', 'Elise', 'Kennen', 'Syndra', 'Lissandra']","['KSante', 'Vi', 'LeBlanc', 'Kaisa', 'Rakan']",0
"['Tristana', 'Sejuani', 'Xayah', 'KSante', 'Sylas']","['Malphite', 'XinZhao', 'Syndra', 'Zeri', 'Lulu']",0
"['LeBlanc', 'Lee Sin', 'Vi', 'Renekton', 'Jax']","['Kennen', 'Wukong', 'Akali', 'Aphelios', 'Rakan']",1
"['Tristana', 'Sejuani', 'Vi', 'Kennen', 'KSante']","['Jax', 'Wukong', 'Ahri', 'Zeri', 'Annie']",0
"['LeBlanc', 'Lee Sin', 'Lulu', 'Renata Glasc', 'Akali']","['Gragas', 'XinZhao', 'AurelionSol', 'Aphelios', 'Rakan']",1
"['Jax', 'Ahri', 'Xayah', 'Thresh', 'KSante']","['Rumble', 'LeeSin', 'LeBlanc', 'Zeri', 'Nautilus']",0
"['Cassiopeia', 'Lucian', 'Vi', 'Gnar', 'Sion']","['Gragas', 'Maokai', 'Tristana', 'Aphelios', 'Lulu']",1
"['Vi', 'Tristana', 'Xayah', 'Yone', 'Renata Glasc']","['Gragas', 'LeeSin', 'Sylas', 'Zeri', 'Nautilus']",1
"['Cassiopeia', 'LeBlanc', 'Lucian', 'Lulu', 'Sion']","['Jax', 'Maokai', 'Akali', 'Aphelios', 'Thresh']",0
"['Xayah', 'Tristana', 'Maokai', 'Ahri', 'Galio']","['Renekton', 'LeeSin', 'Ryze', 'Zeri', 'Rakan']",1
"['Cassiopeia', 'Lucian', 'Vi', 'Gnar', 'Sion']","['KSante', 'Viego', 'Syndra', 'Aphelios', 'Nautilus']",0
"['Xin Zhao', 'Rakan', 'Zeri', 'Ahri', 'Jax']","['KSante', 'LeeSin', 'Annie', 'Aphelios', 'RenataGlasc']",1
"['Elise', 'LeBlanc', 'Lucian', 'Syndra', 'Kennen']","['Gragas', 'Vi', 'Akali', 'Xayah', 'Ashe']",0
"['Xin Zhao', 'Rakan', 'Zeri', 'Kennen', 'Lissandra']","['KSante', 'LeeSin', 'Syndra', 'Aphelios', 'Annie']",1
"['Elise', 'LeBlanc', 'Lucian', 'Renata Glasc', 'Thresh']","['Gnar', 'Viego', 'Taliyah', 'Jinx', 'Nautilus']",0
"['Akali', 'Yone', 'Tristana', 'Wukong', 'Sejuani']","['Gnar', 'Vi', 'LeBlanc', 'Jinx', 'Thresh']",1
"['Kindred', 'Galio', 'Zeri', 'Jayce', 'Taliyah']","['Kennen', 'XinZhao', 'Sylas', 'Xayah', 'Rakan']",0
"['Yone', 'Tristana', 'Vi', 'Kennen', 'KSante']","['Jax', 'Sejuani', 'Ryze', 'Zeri', 'Blitzcrank']",0
"['Kindred', 'Galio', 'LeBlanc', 'Lulu', 'Taliyah']","['Rumble', 'Wukong', 'Sylas', 'Aphelios', 'Thresh']",1
"['Yone', 'Tristana', 'Akali', 'Blitzcrank', 'Rumble']","['Kennen', 'XinZhao', 'Sylas', 'Jinx', 'Thresh']",0
"['Kindred', 'LeBlanc', 'Vi', 'Sejuani', 'Wukong']","['Viktor', 'LeeSin', 'Vex', 'Aphelios', 'Nautilus']",1
"['Lee Sin', 'Jayce', 'LeBlanc', 'Thresh', 'Chogath']","['Jax', 'Sejuani', 'Veigar', 'Xayah', 'Rakan']",0
"['KSante', 'Vi', 'Renekton', 'Lucian', 'Yone']","['Kennen', 'Elise', 'Tristana', 'Aphelios', 'RenataGlasc']",1
"['Lee Sin', 'Jayce', 'Lulu', 'Malphite', 'Renekton']","['Kennen', 'Wukong', 'Veigar', 'Zeri', 'Rakan']",0
"['KSante', 'Sejuani', 'Tristana', 'Lucian', 'Tahm Kench']","['Chogath', 'Vi', 'LeBlanc', 'Xayah', 'RenataGlasc']",1
"['Sejuani', 'Maokai', 'Aphelios', 'Nautilus', 'Jax']","['KSante', 'Vi', 'Taliyah', 'Lucian', 'Nami']",1
"['Lee Sin', 'Jayce', 'Syndra', 'LeBlanc', 'Ahri']","['Sion', 'Elise', 'Tristana', 'Jinx', 'TahmKench']",0
"['Sejuani', 'Maokai', 'Aphelios', 'Nautilus', 'Jax']","['Gwen', 'Vi', 'LeBlanc', 'Zeri', 'Leona']",1
"['Lee Sin', 'Jayce', 'Syndra', 'Rakan', 'Lulu']","['KSante', 'Elise', 'Tristana', 'Jinx', 'TahmKench']",0
"['LeBlanc', 'Jayce', 'Syndra', 'Ahri', 'Kennen']","['Jax', 'Wukong', 'Cassiopeia', 'Xayah', 'Annie']",0
"['Yone', 'Tristana', 'Lee Sin', 'Blitzcrank', 'Sylas']","['Gragas', 'Vi', 'AurelionSol', 'Zeri', 'Lulu']",1
"['Jayce', 'LeBlanc', 'Vi', 'Kennen', 'Aurelion Sol']","['KSante', 'Wukong', 'Kassadin', 'Zeri', 'Lulu']",0
"['Yone', 'Tristana', 'Lee Sin', 'Gwen', 'Jax']","['Gnar', 'Maokai', 'Akali', 'Lucian', 'Nami']",1
"['Lee Sin', 'Annie', 'Jayce', 'Sion', 'Kennen']","['Jax', 'Wukong', 'Sylas', 'Xayah', 'Nautilus']",0
"['Elise', 'Nidalee', 'Sejuani', 'LeBlanc', 'Lissandra']","['KSante', 'Vi', 'Ahri', 'Kaisa', 'Rakan']",1
"['Lee Sin', 'Annie', 'Jayce', 'Kennen', 'Sion']","['Jax', 'Wukong', 'Ryze', 'Xayah', 'Nautilus']",1
"['Elise', 'Nidalee', 'Sejuani', 'Lissandra', 'Sylas']","['KSante', 'Vi', 'Ahri', 'Zeri', 'Rakan']",0
"['Lee Sin', 'Annie', 'Jayce', 'Syndra', 'Kaisa']","['Jax', 'Wukong', 'Ahri', 'Xayah', 'Leona']",0
"['Elise', 'Sejuani', 'Nidalee', 'Nautilus', 'Blitzcrank']","['Kennen', 'Vi', 'Taliyah', 'Zeri', 'Rakan']",1
"['Vi', 'Kindred', 'Xin Zhao', 'Lulu', 'Nautilus']","['Gnar', 'Sejuani', 'Lissandra', 'Aphelios', 'Veigar']",0
"['Maokai', 'Lucian', 'Sion', 'Renekton', 'KSante']","['Kennen', 'Wukong', 'LeBlanc', 'Zeri', 'Blitzcrank']",1
"['Vi', 'Kindred', 'Sejuani', 'Sylas', 'Lulu']","['Malphite', 'Wukong', 'LeBlanc', 'Aphelios', 'Rakan']",0
"['Maokai', 'Lucian', 'Sion', 'Veigar', 'Thresh']","['Kennen', 'LeeSin', 'Taliyah', 'Zeri', 'Nautilus']",1
"['Zeri', 'Sejuani', 'Kennen', 'Lulu', 'Thresh']","['KSante', 'LeeSin', 'LeBlanc', 'Xayah', 'Rakan']",1
"['Lucian', 'Elise', 'Veigar', 'Gnar', 'Gwen']","['Gragas', 'XinZhao', 'Lissandra', 'Aphelios', 'RenataGlasc']",0
"['Zeri', 'Sejuani', 'Kennen', 'Galio', 'Gwen']","['Sion', 'LeeSin', 'Annie', 'Aphelios', 'Thresh']",0
"['Lucian', 'Elise', 'LeBlanc', 'Veigar', 'Renata Glasc']","['Renekton', 'XinZhao', 'Ahri', 'Xayah', 'Rakan']",1
"['Zeri', 'Sejuani', 'Kennen', 'Akali', 'Sion']","['Jax', 'Wukong', 'Ahri', 'Xayah', 'Nautilus']",1
"['Lucian', 'Elise', 'LeBlanc', 'Veigar', 'Syndra']","['Renekton', 'XinZhao', 'Lissandra', 'Kaisa', 'Rakan']",0
"['Elise', 'Zeri', 'Sejuani', 'Lulu', 'Kennen']","['KSante', 'Vi', 'Syndra', 'Xayah', 'Karma']",0
"['Cassiopeia', 'Maokai', 'Ahri', 'Rakan', 'Sion']","['Gnar', 'LeeSin', 'Annie', 'Aphelios', 'RenataGlasc']",1
"['Caitlyn', 'Zeri', 'Aphelios', 'Syndra', 'Gnar']","['KSante', 'LeeSin', 'Ryze', 'Lucian', 'Sona']",1
"['Cassiopeia', 'Maokai', 'Varus', 'Sion', 'LeBlanc']","['Kennen', 'Vi', 'Ahri', 'Draven', 'Nami']",0
"['Caitlyn', 'Zeri', 'Syndra', 'Gnar', 'KSante']","['Ornn', 'LeeSin', 'Ryze', 'Aphelios', 'Lulu']",0
"['Cassiopeia', 'Maokai', 'Rakan', 'Sion', 'Kennen']","['Renekton', 'Vi', 'Taliyah', 'Lucian', 'Nami']",1
"['Jayce', 'Lee Sin', 'Xayah', 'Veigar', 'Lulu']","['KSante', 'Vi', 'Ahri', 'Aphelios', 'RenataGlasc']",1
"['Yone', 'Akali', 'Sylas', 'Rumble', 'Kennen']","['Jax', 'Sejuani', 'Galio', 'Zeri', 'Rakan']",0
"['Jayce', 'Lee Sin', 'Vi', 'Thresh', 'Syndra']","['Kennen', 'JarvanIV', 'Kassadin', 'Aphelios', 'Nautilus']",0
"['Akali', 'Yone', 'Sylas', 'Wukong', 'Tristana']","['Malphite', 'Maokai', 'LeBlanc', 'Jinx', 'TahmKench']",1
"['Jayce', 'Lee Sin', 'Xayah', 'Veigar', 'Syndra']","['Kennen', 'Vi', 'Ahri', 'Aphelios', 'Rakan']",1
"['Yone', 'Akali', 'Sylas', 'Thresh', 'Rumble']","['Malphite', 'Wukong', 'LeBlanc', 'Jinx', 'TahmKench']",0
"['Jax', 'Sejuani', 'Maokai', 'KSante', 'Gwen']","['Kennen', 'Wukong', 'Gragas', 'Aphelios', 'Annie']",1
"['Lee Sin', 'Jayce', 'Vi', 'LeBlanc', 'Syndra']","['Sion', 'Elise', 'Tristana', 'Zeri', 'Nautilus']",0
"['Jax', 'Sejuani', 'Maokai', 'KSante', 'LeBlanc']","['Ornn', 'Vi', 'Syndra', 'Zeri', 'Rakan']",1
"['Lee Sin', 'Jayce', 'Gragas', 'Ahri', 'Akali']","['Renekton', 'Wukong', 'Taliyah', 'Aphelios', 'Nautilus']",0
"['Annie', 'Jayce', 'Lee Sin', 'Taliyah', 'Sion']","['KSante', 'Vi', 'Ahri', 'Xayah', 'Rakan']",1
"['Sejuani', 'Elise', 'Maokai', 'Akali', 'Lissandra']","['Gwen', 'Wukong', 'LeBlanc', 'Zeri', 'Lulu']",0
"['Annie', 'Lee Sin', 'Sion', 'Renata Glasc', 'Leona']","['KSante', 'Elise', 'Tristana', 'Xayah', 'Soraka']",1
"['Sejuani', 'Vi', 'Maokai', 'Rakan', 'Nautilus']","['Jayce', 'Wukong', 'Gragas', 'Aphelios', 'Heimerdinger']",0
"['Sejuani', 'Gragas', 'Maokai', 'Galio', 'Kennen']","['KSante', 'LeeSin', 'Annie', 'Lucian', 'Nami']",1
"['Vi', 'Zeri', 'Jax', 'Fiora', 'Camille']","['Sion', 'Viego', 'Ryze', 'Aphelios', 'Nautilus']",0
"['Lucian', 'Maokai', 'Wukong', 'Syndra', 'Annie']","['Kennen', 'Gragas', 'Jayce', 'Aphelios', 'Lulu']",0
"['Lee Sin', 'Vi', 'Sejuani', 'Nautilus', 'Thresh']","['Sion', 'Viego', 'Galio', 'Zeri', 'Rakan']",1
"['Gragas', 'Sion', 'Viego', 'Syndra', 'LeBlanc']","['Gwen', 'Maokai', 'Tristana', 'Lucian', 'Nami']",1
"['Lee Sin', 'Vi', 'Sejuani', 'Jayce', 'Jax']","['KSante', 'XinZhao', 'Akali', 'Zeri', 'Lulu']",0
"['Jayce', 'Jax', 'Vi', 'Fiora', 'Azir']","['KSante', 'Wukong', 'AurelionSol', 'Aphelios', 'Annie']",1
"['Yone', 'Tristana', 'Lee Sin', 'Nautilus', 'Syndra']","['Gnar', 'Maokai', 'Viktor', 'Zeri', 'Lulu']",0
"['Jayce', 'Vi', 'LeBlanc', 'Kennen', 'Fiora']","['Gragas', 'Wukong', 'Akali', 'Zeri', 'Lulu']",0
"['Aurelion Sol', 'Yone', 'Tristana', 'Jax', 'KSante']","['Gnar', 'LeeSin', 'Syndra', 'Aphelios', 'Annie']",1
"['Jayce', 'Vi', 'Jax', 'Fiora', 'Gnar']","['Gwen', 'Maokai', 'Tristana', 'Xayah', 'Blitzcrank']",1
"['Yone', 'Lee Sin', 'Aurelion Sol', 'Rakan', 'Kennen']","['Akali', 'Wukong', 'Syndra', 'Aphelios', 'Annie']",0
"['Kindred', 'Kennen', 'Gragas', 'Lulu', 'Renata Glasc']","['Jax', 'Vi', 'Taliyah', 'Aphelios', 'Leona']",0
"['Jayce', 'Akali', 'Yone', 'Nautilus', 'Thresh']","['Fiora', 'Sejuani', 'Veigar', 'Zeri', 'Rakan']",1
"['Kindred', 'Kennen', 'Jax', 'Veigar', 'Taliyah']","['Sylas', 'Viego', 'Gragas', 'Xayah', 'RenataGlasc']",0
"['Jayce', 'Akali', 'Sejuani', 'Lee Sin', 'Wukong']","['Gnar', 'Vi', 'Galio', 'Zeri', 'Rakan']",1
"['Lee Sin', 'Vi', 'Zeri', 'Xayah', 'Lucian']","['Rumble', 'Sejuani', 'Yone', 'Aphelios', 'Nautilus']",0
"['Jax', 'Renekton', 'Viego', 'Blitzcrank', 'Draven']","['KSante', 'Elise', 'Jayce', 'Jinx', 'Thresh']",1
"['Lee Sin', 'Zeri', 'Caitlyn', 'Lissandra', 'Syndra']","['KSante', 'Nidalee', 'LeBlanc', 'Xayah', 'Blitzcrank']",0
"['Jax', 'Renekton', 'Rumble', 'Rakan', 'Leona']","['Akali', 'Viego', 'Gragas', 'Aphelios', 'Nautilus']",1
"['Viego', 'Maokai', 'Varus', 'Sion', 'Jax']","['Renekton', 'Elise', 'Jayce', 'Caitlyn', 'Lux']",1
"['Vi', 'Lee Sin', 'Kennen', 'Gnar', 'Tristana']","['KSante', 'JarvanIV', 'Ahri', 'Zeri', 'Lulu']",0
"['Viego', 'Maokai', 'Akali', 'Sion', 'Sylas']","['Malphite', 'Sejuani', 'Tristana', 'Zeri', 'Lulu']",1
"['Vi', 'Elise', 'Lee Sin', 'Gnar', 'KSante']","['Kennen', 'Wukong', 'Syndra', 'Aphelios', 'Annie']",0
"['Rumble', 'Yone', 'Tristana', 'Sejuani', 'Kennen']","['Jax', 'Vi', 'Gragas', 'Zeri', 'Lulu']",1
"['Lucian', 'Jayce', 'Lee Sin', 'Ahri', 'LeBlanc']","['Sion', 'Wukong', 'Akali', 'Aphelios', 'Nautilus']",0
"['Yone', 'Rumble', 'Akali', 'LeBlanc', 'Nautilus']","['Vladimir', 'Wukong', 'Ahri', 'Zeri', 'Lulu']",0
"['Jayce', 'Jax', 'Lee Sin', 'Gnar', 'Camille']","['Kennen', 'Vi', 'Sylas', 'Aphelios', 'Thresh']",1
"['Rumble', 'Yone', 'Kennen', 'Sejuani', 'Jarvan IV']","['Sion', 'Wukong', 'Viktor', 'Aphelios', 'Annie']",1
"['Jayce', 'Lee Sin', 'Vi', 'Jax', 'Gragas']","['Renekton', 'Maokai', 'Akali', 'Zeri', 'Lulu']",0
"['Fiora', 'Lucian', 'Xayah', 'Renekton', 'Nautilus']","['Jax', 'Vi', 'Vex', 'Aphelios', 'Rakan']",1
"['Lee Sin', 'Elise', 'Zeri', 'LeBlanc', 'Ahri']","['KSante', 'Sejuani', 'Yone', 'Veigar', 'Leona']",0
"['Lucian', 'Lee Sin', 'Zeri', 'Caitlyn', 'Nautilus']","['Gwen', 'Vi', 'Ahri', 'Aphelios', 'Rakan']",1
"['Jax', 'LeBlanc', 'Rumble', 'Kennen', 'Xayah']","['KSante', 'Elise', 'Tristana', 'Jinx', 'TahmKench']",0
"['Sejuani', 'LeBlanc', 'Zeri', 'Jax', 'Gwen']","['Sion', 'Maokai', 'Jayce', 'Xayah', 'Leona']",1
"['Elise', 'Gragas', 'Annie', 'Rakan', 'Renata Glasc']","['KSante', 'Vi', 'Akali', 'Aphelios', 'Nautilus']",0
"['Sejuani', 'LeBlanc', 'Aphelios', 'Gwen', 'Akali']","['Sion', 'LeeSin', 'Annie', 'Jinx', 'Blitzcrank']",1
"['Elise', 'Gragas', 'Jax', 'Kaisa', 'Xayah']","['Aatrox', 'XinZhao', 'Ryze', 'Zeri', 'Lulu']",0
"['Sejuani', 'Jax', 'KSante', 'Ahri', 'Akali']","['Sion', 'Vi', 'Syndra', 'Zeri', 'Lulu']",0
"['Lee Sin', 'Maokai', 'Cassiopeia', 'LeBlanc', 'Rumble']","['Gwen', 'Wukong', 'Ryze', 'Aphelios', 'Nautilus']",1
"['Sejuani', 'Jax', 'Aphelios', 'KSante', 'LeBlanc']","['Sion', 'Vi', 'Cassiopeia', 'Varus', 'Karma']",1
"['Lee Sin', 'Maokai', 'Zeri', 'Rumble', 'Nautilus']","['Gwen', 'Wukong', 'Ahri', 'Jhin', 'Heimerdinger']",0
"['Sejuani', 'Aphelios', 'Jax', 'KSante', 'Ryze']","['Sion', 'Vi', 'Veigar', 'Zeri', 'Nautilus']",1
"['Lee Sin', 'Maokai', 'Cassiopeia', 'LeBlanc', 'Syndra']","['Gwen', 'Wukong', 'Ahri', 'Jinx', 'Lulu']",0
"['Lulu', 'Jax', 'Elise', 'Fiora', 'Taliyah']","['Rumble', 'Wukong', 'Ahri', 'Zeri', 'Rakan']",1
"['Lee Sin', 'Annie', 'Lucian', 'LeBlanc', 'Galio']","['KSante', 'Vi', 'Veigar', 'Aphelios', 'Thresh']",0
"['Jax', 'Lulu', 'Elise', 'Fiora', 'Taliyah']","['Renekton', 'Wukong', 'LeBlanc', 'Aphelios', 'RenataGlasc']",0
"['Lee Sin', 'Annie', 'Zeri', 'Rumble', 'Veigar']","['KSante', 'Vi', 'Syndra', 'Xayah', 'Rakan']",1
"['Syndra', 'Jax', 'Lee Sin', 'Lissandra', 'Taliyah']","['Rumble', 'Wukong', 'Ahri', 'Kaisa', 'Ashe']",0
"['Zeri', 'Rakan', 'Annie', 'Nautilus', 'Draven']","['Camille', 'Vi', 'Galio', 'Lucian', 'Nami']",1
"['LeBlanc', 'Lee Sin', 'Vi', 'Akali', 'Renata Glasc']","['Gwen', 'Elise', 'Tristana', 'Aphelios', 'Nautilus']",1
"['Gragas', 'Sejuani', 'Jayce', 'Kennen', 'Renekton']","['KSante', 'Wukong', 'Annie', 'Zeri', 'Braum']",0
"['LeBlanc', 'Lee Sin', 'Vi', 'Akali', 'Renekton']","['KSante', 'Elise', 'Tristana', 'Aphelios', 'Alistar']",0
"['Gragas', 'Jayce', 'Sejuani', 'Kennen', 'Heimerdinger']","['Olaf', 'Wukong', 'Annie', 'Zeri', 'Nautilus']",1
"['LeBlanc', 'Lee Sin', 'Annie', 'Lulu', 'Renata Glasc']","['Kennen', 'Vi', 'Akali', 'Aphelios', 'Leona']",1
"['Gragas', 'Jayce', 'Sejuani', 'Taliyah', 'Ahri']","['KSante', 'Wukong', 'AurelionSol', 'Zeri', 'Nautilus']",0
"['Jax', 'Fiora', 'Lucian', 'Poppy', 'Camille']","['Renekton', 'JarvanIV', 'Akali', 'Aphelios', 'Thresh']",0
"['Zeri', 'Lulu', 'Sejuani', 'Sion', 'Gwen']","['KSante', 'LeeSin', 'Syndra', 'Xayah', 'Blitzcrank']",1
"['Jax', 'Lucian', 'Xayah', 'Nautilus', 'Blitzcrank']","['Kennen', 'Viego', 'Ahri', 'Varus', 'Annie']",1
"['Zeri', 'Aphelios', 'Sejuani', 'Sion', 'Renekton']","['Fiora', 'Gragas', 'Jayce', 'Ziggs', 'Leona']",0
"['Jax', 'Lucian', 'Rakan', 'Nautilus', 'Blitzcrank']","['Renekton', 'Maokai', 'Akali', 'Aphelios', 'Thresh']",1
"['Zeri', 'Sejuani', 'Jarvan IV', 'Lulu', 'Annie']","['KSante', 'Vi', 'Syndra', 'Xayah', 'RenataGlasc']",0
"['Sejuani', 'Lee Sin', 'Zeri', 'Lulu', 'Renata Glasc']","['Jax', 'Viego', 'Gragas', 'Xayah', 'Rakan']",1
"['Renekton', 'Jayce', 'Maokai', 'Draven', 'Lucian']","['Kennen', 'Wukong', 'Annie', 'Aphelios', 'Nautilus']",0
"['Sejuani', 'Lee Sin', 'Zeri', 'Lulu', 'Renata Glasc']","['KSante', 'Viego', 'Gragas', 'Xayah', 'Blitzcrank']",1
"['Renekton', 'Jax', 'Yone', 'Rakan', 'Gwen']","['Gnar', 'Maokai', 'Jayce', 'Aphelios', 'Thresh']",0
"['KSante', 'Gragas', 'Sejuani', 'Ahri', 'Sion']","['Gnar', 'Kindred', 'Galio', 'Aphelios', 'Leona']",1
"['Jax', 'Annie', 'Zeri', 'Nautilus', 'Blitzcrank']","['Jayce', 'Vi', 'Cassiopeia', 'Varus', 'Ashe']",0
"['KSante', 'Sejuani', 'Gragas', 'Wukong', 'Sion']","['Gnar', 'Vi', 'Veigar', 'Aphelios', 'Thresh']",1
"['Jax', 'Kindred', 'Galio', 'Ahri', 'Taliyah']","['Renekton', 'LeeSin', 'Annie', 'Zeri', 'Lulu']",0
"['Akali', 'Yone', 'Sylas', 'Nautilus', 'Aphelios']","['Gnar', 'Vi', 'Ahri', 'Zeri', 'Lulu']",1
"['Lee Sin', 'Syndra', 'Jayce', 'Sion', 'LeBlanc']","['KSante', 'Gragas', 'Tristana', 'Varus', 'RenataGlasc']",0
"['Akali', 'Yone', 'Sylas', 'Darius', 'Ahri']","['KSante', 'Vi', 'Taliyah', 'Zeri', 'RenataGlasc']",1
"['Lee Sin', 'Syndra', 'Jayce', 'Lissandra', 'Gnar']","['Sion', 'Wukong', 'Viktor', 'Aphelios', 'Lulu']",0
"['Caitlyn', 'Gragas', 'Renekton', 'Taliyah', 'Sion']","['Jax', 'LeeSin', 'Lissandra', 'Draven', 'Nautilus']",1
"['Ryze', 'Annie', 'Sejuani', 'Fiora', 'Azir']","['KSante', 'Vi', 'Ahri', 'Lucian', 'Nami']",0
"['Caitlyn', 'Lucian', 'Sion', 'LeBlanc', 'Ahri']","['Renekton', 'Wukong', 'Gragas', 'Aphelios', 'Thresh']",0
"['Jax', 'Jayce', 'Annie', 'Nautilus', 'Fiora']","['Ornn', 'LeeSin', 'Syndra', 'Zeri', 'Lulu']",1
"['Caitlyn', 'Gragas', 'Zeri', 'Sion', 'Ornn']","['Jayce', 'Sejuani', 'Azir', 'Xayah', 'Rakan']",0
"['Jax', 'Annie', 'Lee Sin', 'Maokai', 'Elise']","['KSante', 'Vi', 'Ahri', 'Aphelios', 'RenataGlasc']",1
"['Jax', 'Jayce', 'Renekton', 'LeBlanc', 'Viego']","['KSante', 'Maokai', 'Yone', 'Veigar', 'Nautilus']",1
"['Fiora', 'Elise', 'Zeri', 'Lucian', 'Xayah']","['Sejuani', 'Wukong', 'Annie', 'Aphelios', 'Morgana']",0
"['Jax', 'Jayce', 'Renekton', 'Gwen', 'Ashe']","['KSante', 'Wukong', 'Annie', 'Zeri', 'RenataGlasc']",1
"['Fiora', 'Yone', 'Lee Sin', 'Akali', 'Lulu']","['Gnar', 'Vi', 'Syndra', 'Aphelios', 'Nautilus']",0
"['Caitlyn', 'Elise', 'Maokai', 'Vi', 'Jarvan IV']","['Jax', 'Gragas', 'Jayce', 'Aphelios', 'Annie']",0
"['Ashe', 'Lee Sin', 'Varus', 'Sejuani', 'Ryze']","['Kennen', 'Wukong', 'Syndra', 'Zeri', 'Lulu']",1
